time,road,milage,direct,type,counts
2024-04-29 18:05,,,N,31,125
2024-04-29 18:05,,,N,32,30
2024-04-29 18:05,,,N,41,2
2024-04-29 18:05,,,N,42,0
2024-04-29 18:05,,,N,5,0
2024-04-29 18:05,,,S,31,74
2024-04-29 18:05,,,S,32,24
2024-04-29 18:05,,,S,41,0
2024-04-29 18:05,,,S,42,0
2024-04-29 18:05,,,S,5,0
2024-04-29 18:05,,,N,31,247
2024-04-29 18:05,,,N,32,58
2024-04-29 18:05,,,N,41,13
2024-04-29 18:05,,,N,42,0
2024-04-29 18:05,,,N,5,0
2024-04-29 18:05,,,S,31,181
2024-04-29 18:05,,,S,32,44
2024-04-29 18:05,,,S,41,5
2024-04-29 18:05,,,S,42,0
2024-04-29 18:05,,,S,5,0
2024-04-29 18:05,,,N,31,156
2024-04-29 18:05,,,N,32,43
2024-04-29 18:05,,,N,41,3
2024-04-29 18:05,,,N,42,0
2024-04-29 18:05,,,N,5,0
2024-04-29 18:05,,,S,31,173
2024-04-29 18:05,,,S,32,56
2024-04-29 18:05,,,S,41,6
2024-04-29 18:05,,,S,42,2
2024-04-29 18:05,,,S,5,0
2024-04-29 18:05,,,N,31,169
2024-04-29 18:05,,,N,32,53
2024-04-29 18:05,,,N,41,6
2024-04-29 18:05,,,N,42,0
2024-04-29 18:05,,,N,5,0
2024-04-29 18:05,,,S,31,148
2024-04-29 18:05,,,S,32,39
2024-04-29 18:05,,,S,41,6
2024-04-29 18:05,,,S,42,0
2024-04-29 18:05,,,S,5,0
2024-04-29 18:05,,,W,31,113
2024-04-29 18:05,,,W,32,20
2024-04-29 18:05,,,W,41,3
2024-04-29 18:05,,,W,42,1
2024-04-29 18:05,,,W,5,0
2024-04-29 18:05,,,E,31,127
2024-04-29 18:05,,,E,32,19
2024-04-29 18:05,,,E,41,6
2024-04-29 18:05,,,E,42,2
2024-04-29 18:05,,,E,5,0
2024-04-29 18:05,,,W,31,190
2024-04-29 18:05,,,W,32,31
2024-04-29 18:05,,,W,41,6
2024-04-29 18:05,,,W,42,2
2024-04-29 18:05,,,W,5,0
2024-04-29 18:05,,,E,31,146
2024-04-29 18:05,,,E,32,34
2024-04-29 18:05,,,E,41,9
2024-04-29 18:05,,,E,42,2
2024-04-29 18:05,,,E,5,0
2024-04-29 18:05,03F,0006,S,31,46
2024-04-29 18:05,03F,0006,S,32,9
2024-04-29 18:05,03F,0006,S,41,2
2024-04-29 18:05,03F,0006,S,42,3
2024-04-29 18:05,03F,0006,S,5,6
2024-04-29 18:05,03F,0021,N,31,149
2024-04-29 18:05,03F,0021,N,32,39
2024-04-29 18:05,03F,0021,N,41,1
2024-04-29 18:05,03F,0021,N,42,0
2024-04-29 18:05,03F,0021,N,5,3
2024-04-29 18:05,03F,0054,N,31,166
2024-04-29 18:05,03F,0054,N,32,43
2024-04-29 18:05,03F,0054,N,41,1
2024-04-29 18:05,03F,0054,N,42,0
2024-04-29 18:05,03F,0054,N,5,3
2024-04-29 18:05,03F,0087,S,31,47
2024-04-29 18:05,03F,0087,S,32,11
2024-04-29 18:05,03F,0087,S,41,0
2024-04-29 18:05,03F,0087,S,42,0
2024-04-29 18:05,03F,0087,S,5,5
2024-04-29 18:05,03F,0116,N,31,243
2024-04-29 18:05,03F,0116,N,32,49
2024-04-29 18:05,03F,0116,N,41,3
2024-04-29 18:05,03F,0116,N,42,3
2024-04-29 18:05,03F,0116,N,5,8
2024-04-29 18:05,03F,0116,S,31,145
2024-04-29 18:05,03F,0116,S,32,42
2024-04-29 18:05,03F,0116,S,41,2
2024-04-29 18:05,03F,0116,S,42,3
2024-04-29 18:05,03F,0116,S,5,4
2024-04-29 18:05,03F,0136,S,31,243
2024-04-29 18:05,03F,0136,S,32,48
2024-04-29 18:05,03F,0136,S,41,5
2024-04-29 18:05,03F,0136,S,42,3
2024-04-29 18:05,03F,0136,S,5,2
2024-04-29 18:05,03F,0140,N,31,248
2024-04-29 18:05,03F,0140,N,32,67
2024-04-29 18:05,03F,0140,N,41,5
2024-04-29 18:05,03F,0140,N,42,6
2024-04-29 18:05,03F,0140,N,5,3
2024-04-29 18:05,03F,0150,N,31,256
2024-04-29 18:05,03F,0150,N,32,84
2024-04-29 18:05,03F,0150,N,41,4
2024-04-29 18:05,03F,0150,N,42,8
2024-04-29 18:05,03F,0150,N,5,5
2024-04-29 18:05,03F,0158,S,31,336
2024-04-29 18:05,03F,0158,S,32,70
2024-04-29 18:05,03F,0158,S,41,8
2024-04-29 18:05,03F,0158,S,42,3
2024-04-29 18:05,03F,0158,S,5,4
2024-04-29 18:05,03F,0201,N,31,233
2024-04-29 18:05,03F,0201,N,32,63
2024-04-29 18:05,03F,0201,N,41,9
2024-04-29 18:05,03F,0201,N,42,6
2024-04-29 18:05,03F,0201,N,5,4
2024-04-29 18:05,03F,0201,S,31,307
2024-04-29 18:05,03F,0201,S,32,85
2024-04-29 18:05,03F,0201,S,41,7
2024-04-29 18:05,03F,0201,S,42,3
2024-04-29 18:05,03F,0201,S,5,2
2024-04-29 18:05,03F,0217,N,31,218
2024-04-29 18:05,03F,0217,N,32,49
2024-04-29 18:05,03F,0217,N,41,6
2024-04-29 18:05,03F,0217,N,42,5
2024-04-29 18:05,03F,0217,N,5,4
2024-04-29 18:05,03F,0217,S,31,264
2024-04-29 18:05,03F,0217,S,32,70
2024-04-29 18:05,03F,0217,S,41,4
2024-04-29 18:05,03F,0217,S,42,3
2024-04-29 18:05,03F,0217,S,5,3
2024-04-29 18:05,03F,0301,N,31,186
2024-04-29 18:05,03F,0301,N,32,52
2024-04-29 18:05,03F,0301,N,41,5
2024-04-29 18:05,03F,0301,N,42,6
2024-04-29 18:05,03F,0301,N,5,3
2024-04-29 18:05,03F,0301,S,31,222
2024-04-29 18:05,03F,0301,S,32,87
2024-04-29 18:05,03F,0301,S,41,5
2024-04-29 18:05,03F,0301,S,42,4
2024-04-29 18:05,03F,0301,S,5,1
2024-04-29 18:05,03F,0337,S,31,282
2024-04-29 18:05,03F,0337,S,32,99
2024-04-29 18:05,03F,0337,S,41,2
2024-04-29 18:05,03F,0337,S,42,4
2024-04-29 18:05,03F,0337,S,5,0
2024-04-29 18:05,03F,0338,N,31,292
2024-04-29 18:05,03F,0338,N,32,79
2024-04-29 18:05,03F,0338,N,41,3
2024-04-29 18:05,03F,0338,N,42,6
2024-04-29 18:05,03F,0338,N,5,2
2024-04-29 18:05,03F,0394,N,31,383
2024-04-29 18:05,03F,0394,N,32,89
2024-04-29 18:05,03F,0394,N,41,11
2024-04-29 18:05,03F,0394,N,42,2
2024-04-29 18:05,03F,0394,N,5,3
2024-04-29 18:05,03F,0394,S,31,311
2024-04-29 18:05,03F,0394,S,32,119
2024-04-29 18:05,03F,0394,S,41,10
2024-04-29 18:05,03F,0394,S,42,9
2024-04-29 18:05,03F,0394,S,5,3
2024-04-29 18:05,03F,0447,N,31,460
2024-04-29 18:05,03F,0447,N,32,126
2024-04-29 18:05,03F,0447,N,41,22
2024-04-29 18:05,03F,0447,N,42,9
2024-04-29 18:05,03F,0447,N,5,6
2024-04-29 18:05,03F,0447,S,31,413
2024-04-29 18:05,03F,0447,S,32,123
2024-04-29 18:05,03F,0447,S,41,12
2024-04-29 18:05,03F,0447,S,42,10
2024-04-29 18:05,03F,0447,S,5,2
2024-04-29 18:05,03F,0498,N,31,375
2024-04-29 18:05,03F,0498,N,32,118
2024-04-29 18:05,03F,0498,N,41,8
2024-04-29 18:05,03F,0498,N,42,4
2024-04-29 18:05,03F,0498,N,5,5
2024-04-29 18:05,03F,0498,S,31,336
2024-04-29 18:05,03F,0498,S,32,99
2024-04-29 18:05,03F,0498,S,41,5
2024-04-29 18:05,03F,0498,S,42,14
2024-04-29 18:05,03F,0498,S,5,4
2024-04-29 18:05,03F,0525,N,31,426
2024-04-29 18:05,03F,0525,N,32,139
2024-04-29 18:05,03F,0525,N,41,7
2024-04-29 18:05,03F,0525,N,42,12
2024-04-29 18:05,03F,0525,N,5,4
2024-04-29 18:05,03F,0525,S,31,328
2024-04-29 18:05,03F,0525,S,32,94
2024-04-29 18:05,03F,0525,S,41,6
2024-04-29 18:05,03F,0525,S,42,12
2024-04-29 18:05,03F,0525,S,5,9
2024-04-29 18:05,03F,0559,N,31,426
2024-04-29 18:05,03F,0559,N,32,109
2024-04-29 18:05,03F,0559,N,41,8
2024-04-29 18:05,03F,0559,N,42,9
2024-04-29 18:05,03F,0559,N,5,6
2024-04-29 18:05,03F,0559,S,31,268
2024-04-29 18:05,03F,0559,S,32,69
2024-04-29 18:05,03F,0559,S,41,7
2024-04-29 18:05,03F,0559,S,42,11
2024-04-29 18:05,03F,0559,S,5,10
2024-04-29 18:05,03F,0648,N,31,272
2024-04-29 18:05,03F,0648,N,32,89
2024-04-29 18:05,03F,0648,N,41,5
2024-04-29 18:05,03F,0648,N,42,9
2024-04-29 18:05,03F,0648,N,5,5
2024-04-29 18:05,03F,0648,S,31,177
2024-04-29 18:05,03F,0648,S,32,45
2024-04-29 18:05,03F,0648,S,41,2
2024-04-29 18:05,03F,0648,S,42,9
2024-04-29 18:05,03F,0648,S,5,10
2024-04-29 18:05,03F,0698,N,31,271
2024-04-29 18:05,03F,0698,N,32,76
2024-04-29 18:05,03F,0698,N,41,3
2024-04-29 18:05,03F,0698,N,42,11
2024-04-29 18:05,03F,0698,N,5,7
2024-04-29 18:05,03F,0698,S,31,120
2024-04-29 18:05,03F,0698,S,32,33
2024-04-29 18:05,03F,0698,S,41,4
2024-04-29 18:05,03F,0698,S,42,11
2024-04-29 18:05,03F,0698,S,5,9
2024-04-29 18:05,03F,0746,N,31,250
2024-04-29 18:05,03F,0746,N,32,69
2024-04-29 18:05,03F,0746,N,41,6
2024-04-29 18:05,03F,0746,N,42,10
2024-04-29 18:05,03F,0746,N,5,5
2024-04-29 18:05,03F,0746,S,31,117
2024-04-29 18:05,03F,0746,S,32,36
2024-04-29 18:05,03F,0746,S,41,2
2024-04-29 18:05,03F,0746,S,42,6
2024-04-29 18:05,03F,0746,S,5,6
2024-04-29 18:05,03F,0783,N,31,258
2024-04-29 18:05,03F,0783,N,32,74
2024-04-29 18:05,03F,0783,N,41,7
2024-04-29 18:05,03F,0783,N,42,5
2024-04-29 18:05,03F,0783,N,5,5
2024-04-29 18:05,03F,0783,S,31,136
2024-04-29 18:05,03F,0783,S,32,37
2024-04-29 18:05,03F,0783,S,41,1
2024-04-29 18:05,03F,0783,S,42,8
2024-04-29 18:05,03F,0783,S,5,5
2024-04-29 18:05,03F,0846,N,31,216
2024-04-29 18:05,03F,0846,N,32,64
2024-04-29 18:05,03F,0846,N,41,6
2024-04-29 18:05,03F,0846,N,42,4
2024-04-29 18:05,03F,0846,N,5,5
2024-04-29 18:05,03F,0846,S,31,126
2024-04-29 18:05,03F,0846,S,32,32
2024-04-29 18:05,03F,0846,S,41,0
2024-04-29 18:05,03F,0846,S,42,7
2024-04-29 18:05,03F,0846,S,5,6
2024-04-29 18:05,03F,0961,N,31,226
2024-04-29 18:05,03F,0961,N,32,56
2024-04-29 18:05,03F,0961,N,41,10
2024-04-29 18:05,03F,0961,N,42,12
2024-04-29 18:05,03F,0961,N,5,0
2024-04-29 18:05,03F,0961,S,31,111
2024-04-29 18:05,03F,0961,S,32,38
2024-04-29 18:05,03F,0961,S,41,3
2024-04-29 18:05,03F,0961,S,42,9
2024-04-29 18:05,03F,0961,S,5,4
2024-04-29 18:05,03F,0996,N,31,216
2024-04-29 18:05,03F,0996,N,32,48
2024-04-29 18:05,03F,0996,N,41,9
2024-04-29 18:05,03F,0996,N,42,13
2024-04-29 18:05,03F,0996,N,5,3
2024-04-29 18:05,03F,0996,S,31,235
2024-04-29 18:05,03F,0996,S,32,54
2024-04-29 18:05,03F,0996,S,41,2
2024-04-29 18:05,03F,0996,S,42,7
2024-04-29 18:05,03F,0996,S,5,7
2024-04-29 18:05,03F,1022,N,31,264
2024-04-29 18:05,03F,1022,N,32,68
2024-04-29 18:05,03F,1022,N,41,4
2024-04-29 18:05,03F,1022,N,42,10
2024-04-29 18:05,03F,1022,N,5,11
2024-04-29 18:05,03F,1022,S,31,285
2024-04-29 18:05,03F,1022,S,32,52
2024-04-29 18:05,03F,1022,S,41,4
2024-04-29 18:05,03F,1022,S,42,12
2024-04-29 18:05,03F,1022,S,5,7
2024-04-29 18:05,03F,1051,N,31,246
2024-04-29 18:05,03F,1051,N,32,59
2024-04-29 18:05,03F,1051,N,41,5
2024-04-29 18:05,03F,1051,N,42,3
2024-04-29 18:05,03F,1051,N,5,9
2024-04-29 18:05,03F,1051,S,31,202
2024-04-29 18:05,03F,1051,S,32,44
2024-04-29 18:05,03F,1051,S,41,1
2024-04-29 18:05,03F,1051,S,42,16
2024-04-29 18:05,03F,1051,S,5,7
2024-04-29 18:05,03F,1128,N,31,174
2024-04-29 18:05,03F,1128,N,32,46
2024-04-29 18:05,03F,1128,N,41,9
2024-04-29 18:05,03F,1128,N,42,12
2024-04-29 18:05,03F,1128,N,5,10
2024-04-29 18:05,03F,1128,S,31,181
2024-04-29 18:05,03F,1128,S,32,51
2024-04-29 18:05,03F,1128,S,41,0
2024-04-29 18:05,03F,1128,S,42,15
2024-04-29 18:05,03F,1128,S,5,20
2024-04-29 18:05,03F,1161,N,31,132
2024-04-29 18:05,03F,1161,N,32,36
2024-04-29 18:05,03F,1161,N,41,2
2024-04-29 18:05,03F,1161,N,42,14
2024-04-29 18:05,03F,1161,N,5,12
2024-04-29 18:05,03F,1161,S,31,130
2024-04-29 18:05,03F,1161,S,32,39
2024-04-29 18:05,03F,1161,S,41,1
2024-04-29 18:05,03F,1161,S,42,16
2024-04-29 18:05,03F,1161,S,5,22
2024-04-29 18:05,03F,1215,N,31,114
2024-04-29 18:05,03F,1215,N,32,35
2024-04-29 18:05,03F,1215,N,41,1
2024-04-29 18:05,03F,1215,N,42,9
2024-04-29 18:05,03F,1215,N,5,16
2024-04-29 18:05,03F,1215,S,31,77
2024-04-29 18:05,03F,1215,S,32,32
2024-04-29 18:05,03F,1215,S,41,2
2024-04-29 18:05,03F,1215,S,42,8
2024-04-29 18:05,03F,1215,S,5,14
2024-04-29 18:05,03F,1257,N,31,99
2024-04-29 18:05,03F,1257,N,32,40
2024-04-29 18:05,03F,1257,N,41,3
2024-04-29 18:05,03F,1257,N,42,9
2024-04-29 18:05,03F,1257,N,5,15
2024-04-29 18:05,03F,1257,S,31,86
2024-04-29 18:05,03F,1257,S,32,50
2024-04-29 18:05,03F,1257,S,41,0
2024-04-29 18:05,03F,1257,S,42,11
2024-04-29 18:05,03F,1257,S,5,17
2024-04-29 18:05,03F,1332,N,31,110
2024-04-29 18:05,03F,1332,N,32,39
2024-04-29 18:05,03F,1332,N,41,2
2024-04-29 18:05,03F,1332,N,42,5
2024-04-29 18:05,03F,1332,N,5,13
2024-04-29 18:05,03F,1332,S,31,83
2024-04-29 18:05,03F,1332,S,32,35
2024-04-29 18:05,03F,1332,S,41,5
2024-04-29 18:05,03F,1332,S,42,10
2024-04-29 18:05,03F,1332,S,5,18
2024-04-29 18:05,03F,1395,N,31,112
2024-04-29 18:05,03F,1395,N,32,42
2024-04-29 18:05,03F,1395,N,41,2
2024-04-29 18:05,03F,1395,N,42,10
2024-04-29 18:05,03F,1395,N,5,8
2024-04-29 18:05,03F,1395,S,31,78
2024-04-29 18:05,03F,1395,S,32,40
2024-04-29 18:05,03F,1395,S,41,2
2024-04-29 18:05,03F,1395,S,42,10
2024-04-29 18:05,03F,1395,S,5,16
2024-04-29 18:05,03F,1485,N,31,91
2024-04-29 18:05,03F,1485,N,32,25
2024-04-29 18:05,03F,1485,N,41,2
2024-04-29 18:05,03F,1485,N,42,8
2024-04-29 18:05,03F,1485,N,5,11
2024-04-29 18:05,03F,1485,S,31,85
2024-04-29 18:05,03F,1485,S,32,44
2024-04-29 18:05,03F,1485,S,41,2
2024-04-29 18:05,03F,1485,S,42,7
2024-04-29 18:05,03F,1485,S,5,17
2024-04-29 18:05,03F,1633,N,31,124
2024-04-29 18:05,03F,1633,N,32,33
2024-04-29 18:05,03F,1633,N,41,8
2024-04-29 18:05,03F,1633,N,42,11
2024-04-29 18:05,03F,1633,N,5,9
2024-04-29 18:05,03F,1633,S,31,115
2024-04-29 18:05,03F,1633,S,32,47
2024-04-29 18:05,03F,1633,S,41,0
2024-04-29 18:05,03F,1633,S,42,17
2024-04-29 18:05,03F,1633,S,5,13
2024-04-29 18:05,03F,1651,N,31,171
2024-04-29 18:05,03F,1651,N,32,58
2024-04-29 18:05,03F,1651,N,41,8
2024-04-29 18:05,03F,1651,N,42,10
2024-04-29 18:05,03F,1651,N,5,12
2024-04-29 18:05,03F,1651,S,31,126
2024-04-29 18:05,03F,1651,S,32,50
2024-04-29 18:05,03F,1651,S,41,1
2024-04-29 18:05,03F,1651,S,42,17
2024-04-29 18:05,03F,1651,S,5,14
2024-04-29 18:05,03F,1710,N,31,149
2024-04-29 18:05,03F,1710,N,32,50
2024-04-29 18:05,03F,1710,N,41,2
2024-04-29 18:05,03F,1710,N,42,8
2024-04-29 18:05,03F,1710,N,5,9
2024-04-29 18:05,03F,1710,S,31,140
2024-04-29 18:05,03F,1710,S,32,50
2024-04-29 18:05,03F,1710,S,41,0
2024-04-29 18:05,03F,1710,S,42,16
2024-04-29 18:05,03F,1710,S,5,16
2024-04-29 18:05,03F,1739,N,31,150
2024-04-29 18:05,03F,1739,N,32,46
2024-04-29 18:05,03F,1739,N,41,2
2024-04-29 18:05,03F,1739,N,42,7
2024-04-29 18:05,03F,1739,N,5,11
2024-04-29 18:05,03F,1739,S,31,145
2024-04-29 18:05,03F,1739,S,32,53
2024-04-29 18:05,03F,1739,S,41,1
2024-04-29 18:05,03F,1739,S,42,10
2024-04-29 18:05,03F,1739,S,5,17
2024-04-29 18:05,03F,1779,N,31,168
2024-04-29 18:05,03F,1779,N,32,38
2024-04-29 18:05,03F,1779,N,41,1
2024-04-29 18:05,03F,1779,N,42,7
2024-04-29 18:05,03F,1779,N,5,9
2024-04-29 18:05,03F,1779,S,31,120
2024-04-29 18:05,03F,1779,S,32,48
2024-04-29 18:05,03F,1779,S,41,2
2024-04-29 18:05,03F,1779,S,42,13
2024-04-29 18:05,03F,1779,S,5,13
2024-04-29 18:05,03F,1860,N,31,136
2024-04-29 18:05,03F,1860,N,32,34
2024-04-29 18:05,03F,1860,N,41,0
2024-04-29 18:05,03F,1860,N,42,10
2024-04-29 18:05,03F,1860,N,5,12
2024-04-29 18:05,03F,1860,S,31,137
2024-04-29 18:05,03F,1860,S,32,60
2024-04-29 18:05,03F,1860,S,41,0
2024-04-29 18:05,03F,1860,S,42,17
2024-04-29 18:05,03F,1860,S,5,15
2024-04-29 18:05,03F,1941,N,31,165
2024-04-29 18:05,03F,1941,N,32,58
2024-04-29 18:05,03F,1941,N,41,2
2024-04-29 18:05,03F,1941,N,42,13
2024-04-29 18:05,03F,1941,N,5,14
2024-04-29 18:05,03F,1944,S,31,224
2024-04-29 18:05,03F,1944,S,32,69
2024-04-29 18:05,03F,1944,S,41,5
2024-04-29 18:05,03F,1944,S,42,17
2024-04-29 18:05,03F,1944,S,5,23
2024-04-29 18:05,03F,1991,S,31,181
2024-04-29 18:05,03F,1991,S,32,63
2024-04-29 18:05,03F,1991,S,41,1
2024-04-29 18:05,03F,1991,S,42,8
2024-04-29 18:05,03F,1991,S,5,2
2024-04-29 18:05,03F,1992,N,31,152
2024-04-29 18:05,03F,1992,N,32,59
2024-04-29 18:05,03F,1992,N,41,0
2024-04-29 18:05,03F,1992,N,42,10
2024-04-29 18:05,03F,1992,N,5,7
2024-04-29 18:05,03F,2066,N,31,177
2024-04-29 18:05,03F,2066,N,32,63
2024-04-29 18:05,03F,2066,N,41,1
2024-04-29 18:05,03F,2066,N,42,9
2024-04-29 18:05,03F,2066,N,5,4
2024-04-29 18:05,03F,2066,S,31,246
2024-04-29 18:05,03F,2066,S,32,93
2024-04-29 18:05,03F,2066,S,41,3
2024-04-29 18:05,03F,2066,S,42,12
2024-04-29 18:05,03F,2066,S,5,6
2024-04-29 18:05,03F,2078,N,31,197
2024-04-29 18:05,03F,2078,N,32,71
2024-04-29 18:05,03F,2078,N,41,2
2024-04-29 18:05,03F,2078,N,42,12
2024-04-29 18:05,03F,2078,N,5,4
2024-04-29 18:05,03F,2079,S,31,262
2024-04-29 18:05,03F,2079,S,32,87
2024-04-29 18:05,03F,2079,S,41,3
2024-04-29 18:05,03F,2079,S,42,8
2024-04-29 18:05,03F,2079,S,5,4
2024-04-29 18:05,03F,2100,N,31,232
2024-04-29 18:05,03F,2100,N,32,83
2024-04-29 18:05,03F,2100,N,41,5
2024-04-29 18:05,03F,2100,N,42,11
2024-04-29 18:05,03F,2100,N,5,4
2024-04-29 18:05,03F,2100,S,31,241
2024-04-29 18:05,03F,2100,S,32,68
2024-04-29 18:05,03F,2100,S,41,2
2024-04-29 18:05,03F,2100,S,42,9
2024-04-29 18:05,03F,2100,S,5,2
2024-04-29 18:05,03F,2125,N,31,294
2024-04-29 18:05,03F,2125,N,32,97
2024-04-29 18:05,03F,2125,N,41,5
2024-04-29 18:05,03F,2125,N,42,8
2024-04-29 18:05,03F,2125,N,5,3
2024-04-29 18:05,03F,2129,S,31,255
2024-04-29 18:05,03F,2129,S,32,81
2024-04-29 18:05,03F,2129,S,41,1
2024-04-29 18:05,03F,2129,S,42,5
2024-04-29 18:05,03F,2129,S,5,1
2024-04-29 18:05,03F,2152,S,31,227
2024-04-29 18:05,03F,2152,S,32,66
2024-04-29 18:05,03F,2152,S,41,1
2024-04-29 18:05,03F,2152,S,42,6
2024-04-29 18:05,03F,2152,S,5,2
2024-04-29 18:05,03F,2153,N,31,240
2024-04-29 18:05,03F,2153,N,32,87
2024-04-29 18:05,03F,2153,N,41,1
2024-04-29 18:05,03F,2153,N,42,9
2024-04-29 18:05,03F,2153,N,5,2
2024-04-29 18:05,03F,2194,N,31,243
2024-04-29 18:05,03F,2194,N,32,86
2024-04-29 18:05,03F,2194,N,41,2
2024-04-29 18:05,03F,2194,N,42,12
2024-04-29 18:05,03F,2194,N,5,4
2024-04-29 18:05,03F,2194,S,31,203
2024-04-29 18:05,03F,2194,S,32,68
2024-04-29 18:05,03F,2194,S,41,2
2024-04-29 18:05,03F,2194,S,42,8
2024-04-29 18:05,03F,2194,S,5,5
2024-04-29 18:05,03F,2231,N,31,207
2024-04-29 18:05,03F,2231,N,32,81
2024-04-29 18:05,03F,2231,N,41,3
2024-04-29 18:05,03F,2231,N,42,9
2024-04-29 18:05,03F,2231,N,5,5
2024-04-29 18:05,03F,2235,S,31,157
2024-04-29 18:05,03F,2235,S,32,44
2024-04-29 18:05,03F,2235,S,41,3
2024-04-29 18:05,03F,2235,S,42,4
2024-04-29 18:05,03F,2235,S,5,6
2024-04-29 18:05,03F,2260,N,31,154
2024-04-29 18:05,03F,2260,N,32,57
2024-04-29 18:05,03F,2260,N,41,2
2024-04-29 18:05,03F,2260,N,42,7
2024-04-29 18:05,03F,2260,N,5,5
2024-04-29 18:05,03F,2261,S,31,171
2024-04-29 18:05,03F,2261,S,32,40
2024-04-29 18:05,03F,2261,S,41,2
2024-04-29 18:05,03F,2261,S,42,7
2024-04-29 18:05,03F,2261,S,5,4
2024-04-29 18:05,03F,2306,N,31,133
2024-04-29 18:05,03F,2306,N,32,57
2024-04-29 18:05,03F,2306,N,41,3
2024-04-29 18:05,03F,2306,N,42,7
2024-04-29 18:05,03F,2306,N,5,4
2024-04-29 18:05,03F,2306,S,31,115
2024-04-29 18:05,03F,2306,S,32,40
2024-04-29 18:05,03F,2306,S,41,1
2024-04-29 18:05,03F,2306,S,42,5
2024-04-29 18:05,03F,2306,S,5,4
2024-04-29 18:05,03F,2336,N,31,127
2024-04-29 18:05,03F,2336,N,32,56
2024-04-29 18:05,03F,2336,N,41,3
2024-04-29 18:05,03F,2336,N,42,6
2024-04-29 18:05,03F,2336,N,5,3
2024-04-29 18:05,03F,2336,S,31,121
2024-04-29 18:05,03F,2336,S,32,43
2024-04-29 18:05,03F,2336,S,41,1
2024-04-29 18:05,03F,2336,S,42,4
2024-04-29 18:05,03F,2336,S,5,0
2024-04-29 18:05,03F,2415,N,31,95
2024-04-29 18:05,03F,2415,N,32,46
2024-04-29 18:05,03F,2415,N,41,1
2024-04-29 18:05,03F,2415,N,42,4
2024-04-29 18:05,03F,2415,N,5,3
2024-04-29 18:05,03F,2415,S,31,73
2024-04-29 18:05,03F,2415,S,32,25
2024-04-29 18:05,03F,2415,S,41,1
2024-04-29 18:05,03F,2415,S,42,4
2024-04-29 18:05,03F,2415,S,5,2
2024-04-29 18:05,03F,2447,N,31,61
2024-04-29 18:05,03F,2447,N,32,29
2024-04-29 18:05,03F,2447,N,41,1
2024-04-29 18:05,03F,2447,N,42,0
2024-04-29 18:05,03F,2447,N,5,2
2024-04-29 18:05,03F,2447,S,31,57
2024-04-29 18:05,03F,2447,S,32,25
2024-04-29 18:05,03F,2447,S,41,0
2024-04-29 18:05,03F,2447,S,42,2
2024-04-29 18:05,03F,2447,S,5,1
2024-04-29 18:05,03F,2535,N,31,78
2024-04-29 18:05,03F,2535,N,32,19
2024-04-29 18:05,03F,2535,N,41,2
2024-04-29 18:05,03F,2535,N,42,6
2024-04-29 18:05,03F,2535,N,5,7
2024-04-29 18:05,03F,2535,S,31,51
2024-04-29 18:05,03F,2535,S,32,28
2024-04-29 18:05,03F,2535,S,41,0
2024-04-29 18:05,03F,2535,S,42,5
2024-04-29 18:05,03F,2535,S,5,1
2024-04-29 18:05,03F,2614,N,31,88
2024-04-29 18:05,03F,2614,N,32,27
2024-04-29 18:05,03F,2614,N,41,0
2024-04-29 18:05,03F,2614,N,42,6
2024-04-29 18:05,03F,2614,N,5,2
2024-04-29 18:05,03F,2614,S,31,53
2024-04-29 18:05,03F,2614,S,32,26
2024-04-29 18:05,03F,2614,S,41,2
2024-04-29 18:05,03F,2614,S,42,3
2024-04-29 18:05,03F,2614,S,5,4
2024-04-29 18:05,03F,2709,N,31,65
2024-04-29 18:05,03F,2709,N,32,28
2024-04-29 18:05,03F,2709,N,41,1
2024-04-29 18:05,03F,2709,N,42,7
2024-04-29 18:05,03F,2709,N,5,0
2024-04-29 18:05,03F,2709,S,31,44
2024-04-29 18:05,03F,2709,S,32,24
2024-04-29 18:05,03F,2709,S,41,0
2024-04-29 18:05,03F,2709,S,42,4
2024-04-29 18:05,03F,2709,S,5,1
2024-04-29 18:05,03F,2747,N,31,65
2024-04-29 18:05,03F,2747,N,32,36
2024-04-29 18:05,03F,2747,N,41,2
2024-04-29 18:05,03F,2747,N,42,5
2024-04-29 18:05,03F,2747,N,5,1
2024-04-29 18:05,03F,2747,S,31,53
2024-04-29 18:05,03F,2747,S,32,24
2024-04-29 18:05,03F,2747,S,41,1
2024-04-29 18:05,03F,2747,S,42,4
2024-04-29 18:05,03F,2747,S,5,0
2024-04-29 18:05,03F,2777,N,31,63
2024-04-29 18:05,03F,2777,N,32,31
2024-04-29 18:05,03F,2777,N,41,2
2024-04-29 18:05,03F,2777,N,42,3
2024-04-29 18:05,03F,2777,N,5,1
2024-04-29 18:05,03F,2777,S,31,63
2024-04-29 18:05,03F,2777,S,32,21
2024-04-29 18:05,03F,2777,S,41,3
2024-04-29 18:05,03F,2777,S,42,5
2024-04-29 18:05,03F,2777,S,5,1
2024-04-29 18:05,03F,2840,N,31,56
2024-04-29 18:05,03F,2840,N,32,25
2024-04-29 18:05,03F,2840,N,41,1
2024-04-29 18:05,03F,2840,N,42,8
2024-04-29 18:05,03F,2840,N,5,1
2024-04-29 18:05,03F,2840,S,31,98
2024-04-29 18:05,03F,2840,S,32,28
2024-04-29 18:05,03F,2840,S,41,5
