time,road,milage,direct,type,counts
2024-04-29 18:05,03F,2840,S,42,6
2024-04-29 18:05,03F,2840,S,5,6
2024-04-29 18:05,03F,2899,N,31,39
2024-04-29 18:05,03F,2899,N,32,21
2024-04-29 18:05,03F,2899,N,41,0
2024-04-29 18:05,03F,2899,N,42,3
2024-04-29 18:05,03F,2899,N,5,1
2024-04-29 18:05,03F,2899,S,31,52
2024-04-29 18:05,03F,2899,S,32,16
2024-04-29 18:05,03F,2899,S,41,2
2024-04-29 18:05,03F,2899,S,42,7
2024-04-29 18:05,03F,2899,S,5,4
2024-04-29 18:05,03F,2923,N,31,68
2024-04-29 18:05,03F,2923,N,32,28
2024-04-29 18:05,03F,2923,N,41,1
2024-04-29 18:05,03F,2923,N,42,7
2024-04-29 18:05,03F,2923,N,5,4
2024-04-29 18:05,03F,2923,S,31,79
2024-04-29 18:05,03F,2923,S,32,31
2024-04-29 18:05,03F,2923,S,41,2
2024-04-29 18:05,03F,2923,S,42,4
2024-04-29 18:05,03F,2923,S,5,1
2024-04-29 18:05,03F,2985,N,31,90
2024-04-29 18:05,03F,2985,N,32,26
2024-04-29 18:05,03F,2985,N,41,0
2024-04-29 18:05,03F,2985,N,42,9
2024-04-29 18:05,03F,2985,N,5,1
2024-04-29 18:05,03F,2985,S,31,89
2024-04-29 18:05,03F,2985,S,32,27
2024-04-29 18:05,03F,2985,S,41,3
2024-04-29 18:05,03F,2985,S,42,4
2024-04-29 18:05,03F,2985,S,5,1
2024-04-29 18:05,03F,3101,N,31,44
2024-04-29 18:05,03F,3101,N,32,26
2024-04-29 18:05,03F,3101,N,41,0
2024-04-29 18:05,03F,3101,N,42,4
2024-04-29 18:05,03F,3101,N,5,3
2024-04-29 18:05,03F,3101,S,31,66
2024-04-29 18:05,03F,3101,S,32,24
2024-04-29 18:05,03F,3101,S,41,1
2024-04-29 18:05,03F,3101,S,42,5
2024-04-29 18:05,03F,3101,S,5,5
2024-04-29 18:05,03F,3187,N,31,58
2024-04-29 18:05,03F,3187,N,32,27
2024-04-29 18:05,03F,3187,N,41,3
2024-04-29 18:05,03F,3187,N,42,2
2024-04-29 18:05,03F,3187,N,5,2
2024-04-29 18:05,03F,3187,S,31,53
2024-04-29 18:05,03F,3187,S,32,21
2024-04-29 18:05,03F,3187,S,41,0
2024-04-29 18:05,03F,3187,S,42,5
2024-04-29 18:05,03F,3187,S,5,2
2024-04-29 18:05,03F,3211,N,31,60
2024-04-29 18:05,03F,3211,N,32,23
2024-04-29 18:05,03F,3211,N,41,1
2024-04-29 18:05,03F,3211,N,42,2
2024-04-29 18:05,03F,3211,N,5,1
2024-04-29 18:05,03F,3211,S,31,58
2024-04-29 18:05,03F,3211,S,32,21
2024-04-29 18:05,03F,3211,S,41,0
2024-04-29 18:05,03F,3211,S,42,5
2024-04-29 18:05,03F,3211,S,5,2
2024-04-29 18:05,03F,3259,N,31,53
2024-04-29 18:05,03F,3259,N,32,26
2024-04-29 18:05,03F,3259,N,41,0
2024-04-29 18:05,03F,3259,N,42,5
2024-04-29 18:05,03F,3259,N,5,4
2024-04-29 18:05,03F,3259,S,31,92
2024-04-29 18:05,03F,3259,S,32,31
2024-04-29 18:05,03F,3259,S,41,0
2024-04-29 18:05,03F,3259,S,42,3
2024-04-29 18:05,03F,3259,S,5,3
2024-04-29 18:05,03F,3307,N,31,86
2024-04-29 18:05,03F,3307,N,32,18
2024-04-29 18:05,03F,3307,N,41,1
2024-04-29 18:05,03F,3307,N,42,4
2024-04-29 18:05,03F,3307,N,5,4
2024-04-29 18:05,03F,3307,S,31,106
2024-04-29 18:05,03F,3307,S,32,28
2024-04-29 18:05,03F,3307,S,41,0
2024-04-29 18:05,03F,3307,S,42,6
2024-04-29 18:05,03F,3307,S,5,5
2024-04-29 18:05,03F,3392,N,31,93
2024-04-29 18:05,03F,3392,N,32,28
2024-04-29 18:05,03F,3392,N,41,0
2024-04-29 18:05,03F,3392,N,42,11
2024-04-29 18:05,03F,3392,N,5,1
2024-04-29 18:05,03F,3392,S,31,83
2024-04-29 18:05,03F,3392,S,32,25
2024-04-29 18:05,03F,3392,S,41,1
2024-04-29 18:05,03F,3392,S,42,8
2024-04-29 18:05,03F,3392,S,5,6
2024-04-29 18:05,03F,3445,N,31,81
2024-04-29 18:05,03F,3445,N,32,34
2024-04-29 18:05,03F,3445,N,41,0
2024-04-29 18:05,03F,3445,N,42,8
2024-04-29 18:05,03F,3445,N,5,7
2024-04-29 18:05,03F,3445,S,31,105
2024-04-29 18:05,03F,3445,S,32,25
2024-04-29 18:05,03F,3445,S,41,9
2024-04-29 18:05,03F,3445,S,42,6
2024-04-29 18:05,03F,3445,S,5,6
2024-04-29 18:05,03F,3496,N,31,85
2024-04-29 18:05,03F,3496,N,32,34
2024-04-29 18:05,03F,3496,N,41,0
2024-04-29 18:05,03F,3496,N,42,11
2024-04-29 18:05,03F,3496,N,5,10
2024-04-29 18:05,03F,3496,S,31,112
2024-04-29 18:05,03F,3496,S,32,33
2024-04-29 18:05,03F,3496,S,41,11
2024-04-29 18:05,03F,3496,S,42,6
2024-04-29 18:05,03F,3496,S,5,8
2024-04-29 18:05,03F,3588,N,31,72
2024-04-29 18:05,03F,3588,N,32,27
2024-04-29 18:05,03F,3588,N,41,0
2024-04-29 18:05,03F,3588,N,42,9
2024-04-29 18:05,03F,3588,N,5,8
2024-04-29 18:05,03F,3588,S,31,92
2024-04-29 18:05,03F,3588,S,32,27
2024-04-29 18:05,03F,3588,S,41,2
2024-04-29 18:05,03F,3588,S,42,14
2024-04-29 18:05,03F,3588,S,5,6
2024-04-29 18:05,03F,3670,N,31,68
2024-04-29 18:05,03F,3670,N,32,25
2024-04-29 18:05,03F,3670,N,41,0
2024-04-29 18:05,03F,3670,N,42,8
2024-04-29 18:05,03F,3670,N,5,3
2024-04-29 18:05,03F,3670,S,31,99
2024-04-29 18:05,03F,3670,S,32,39
2024-04-29 18:05,03F,3670,S,41,2
2024-04-29 18:05,03F,3670,S,42,12
2024-04-29 18:05,03F,3670,S,5,13
2024-04-29 18:05,03F,3743,N,31,102
2024-04-29 18:05,03F,3743,N,32,24
2024-04-29 18:05,03F,3743,N,41,1
2024-04-29 18:05,03F,3743,N,42,14
2024-04-29 18:05,03F,3743,N,5,6
2024-04-29 18:05,03F,3743,S,31,86
2024-04-29 18:05,03F,3743,S,32,42
2024-04-29 18:05,03F,3743,S,41,0
2024-04-29 18:05,03F,3743,S,42,15
2024-04-29 18:05,03F,3743,S,5,7
2024-04-29 18:05,03F,3854,N,31,101
2024-04-29 18:05,03F,3854,N,32,34
2024-04-29 18:05,03F,3854,N,41,1
2024-04-29 18:05,03F,3854,N,42,5
2024-04-29 18:05,03F,3854,N,5,7
2024-04-29 18:05,03F,3854,S,31,106
2024-04-29 18:05,03F,3854,S,32,42
2024-04-29 18:05,03F,3854,S,41,3
2024-04-29 18:05,03F,3854,S,42,6
2024-04-29 18:05,03F,3854,S,5,5
2024-04-29 18:05,03F,3916,N,31,74
2024-04-29 18:05,03F,3916,N,32,26
2024-04-29 18:05,03F,3916,N,41,0
2024-04-29 18:05,03F,3916,N,42,3
2024-04-29 18:05,03F,3916,N,5,2
2024-04-29 18:05,03F,3916,S,31,91
2024-04-29 18:05,03F,3916,S,32,40
2024-04-29 18:05,03F,3916,S,41,1
2024-04-29 18:05,03F,3916,S,42,8
2024-04-29 18:05,03F,3916,S,5,1
2024-04-29 18:05,03F,3981,S,31,65
2024-04-29 18:05,03F,3981,S,32,28
2024-04-29 18:05,03F,3981,S,41,1
2024-04-29 18:05,03F,3981,S,42,9
2024-04-29 18:05,03F,3981,S,5,7
2024-04-29 18:05,03F,3984,N,31,51
2024-04-29 18:05,03F,3984,N,32,26
2024-04-29 18:05,03F,3984,N,41,0
2024-04-29 18:05,03F,3984,N,42,15
2024-04-29 18:05,03F,3984,N,5,4
2024-04-29 18:05,03F,4018,S,31,67
2024-04-29 18:05,03F,4018,S,32,23
2024-04-29 18:05,03F,4018,S,41,0
2024-04-29 18:05,03F,4018,S,42,4
2024-04-29 18:05,03F,4018,S,5,7
2024-04-29 18:05,03F,4021,N,31,53
2024-04-29 18:05,03F,4021,N,32,24
2024-04-29 18:05,03F,4021,N,41,0
2024-04-29 18:05,03F,4021,N,42,9
2024-04-29 18:05,03F,4021,N,5,1
2024-04-29 18:05,03F,4142,N,31,89
2024-04-29 18:05,03F,4142,N,32,19
2024-04-29 18:05,03F,4142,N,41,0
2024-04-29 18:05,03F,4142,N,42,2
2024-04-29 18:05,03F,4142,N,5,1
2024-04-29 18:05,03F,4142,S,31,95
2024-04-29 18:05,03F,4142,S,32,34
2024-04-29 18:05,03F,4142,S,41,1
2024-04-29 18:05,03F,4142,S,42,5
2024-04-29 18:05,03F,4142,S,5,1
2024-04-29 18:05,03F,4168,N,31,97
2024-04-29 18:05,03F,4168,N,32,28
2024-04-29 18:05,03F,4168,N,41,0
2024-04-29 18:05,03F,4168,N,42,3
2024-04-29 18:05,03F,4168,N,5,2
2024-04-29 18:05,03F,4168,S,31,61
2024-04-29 18:05,03F,4168,S,32,25
2024-04-29 18:05,03F,4168,S,41,0
2024-04-29 18:05,03F,4168,S,42,4
2024-04-29 18:05,03F,4168,S,5,1
2024-04-29 18:05,03F,4232,N,31,62
2024-04-29 18:05,03F,4232,N,32,20
2024-04-29 18:05,03F,4232,N,41,2
2024-04-29 18:05,03F,4232,N,42,3
2024-04-29 18:05,03F,4232,N,5,3
2024-04-29 18:05,03F,4232,S,31,57
2024-04-29 18:05,03F,4232,S,32,26
2024-04-29 18:05,03F,4232,S,41,0
2024-04-29 18:05,03F,4232,S,42,1
2024-04-29 18:05,03F,4232,S,5,1
2024-04-29 18:05,03F,4259,N,31,22
2024-04-29 18:05,03F,4259,N,32,11
2024-04-29 18:05,03F,4259,N,41,2
2024-04-29 18:05,03F,4259,N,42,2
2024-04-29 18:05,03F,4259,N,5,1
2024-04-29 18:05,03F,4263,S,31,16
2024-04-29 18:05,03F,4263,S,32,5
2024-04-29 18:05,03F,4263,S,41,0
2024-04-29 18:05,03F,4263,S,42,1
2024-04-29 18:05,03F,4263,S,5,0
2024-04-29 18:05,05F,0000,S,31,101
2024-04-29 18:05,05F,0000,S,32,25
2024-04-29 18:05,05F,0000,S,41,7
2024-04-29 18:05,05F,0000,S,42,0
2024-04-29 18:05,05F,0000,S,5,0
2024-04-29 18:05,05F,0001,N,31,122
2024-04-29 18:05,05F,0001,N,32,41
2024-04-29 18:05,05F,0001,N,41,12
2024-04-29 18:05,05F,0001,N,42,0
2024-04-29 18:05,05F,0001,N,5,0
2024-04-29 18:05,05F,0055,N,31,122
2024-04-29 18:05,05F,0055,N,32,42
2024-04-29 18:05,05F,0055,N,41,13
2024-04-29 18:05,05F,0055,N,42,0
2024-04-29 18:05,05F,0055,N,5,0
2024-04-29 18:05,05F,0055,S,31,98
2024-04-29 18:05,05F,0055,S,32,31
2024-04-29 18:05,05F,0055,S,41,6
2024-04-29 18:05,05F,0055,S,42,0
2024-04-29 18:05,05F,0055,S,5,0
2024-04-29 18:05,05F,0287,N,31,83
2024-04-29 18:05,05F,0287,N,32,22
2024-04-29 18:05,05F,0287,N,41,5
2024-04-29 18:05,05F,0287,N,42,0
2024-04-29 18:05,05F,0287,N,5,0
2024-04-29 18:05,05F,0287,S,31,125
2024-04-29 18:05,05F,0287,S,32,41
2024-04-29 18:05,05F,0287,S,41,4
2024-04-29 18:05,05F,0287,S,42,0
2024-04-29 18:05,05F,0287,S,5,0
2024-04-29 18:05,05F,0309,N,31,72
2024-04-29 18:05,05F,0309,N,32,18
2024-04-29 18:05,05F,0309,N,41,4
2024-04-29 18:05,05F,0309,N,42,1
2024-04-29 18:05,05F,0309,N,5,3
2024-04-29 18:05,05F,0309,S,31,92
2024-04-29 18:05,05F,0309,S,32,31
2024-04-29 18:05,05F,0309,S,41,4
2024-04-29 18:05,05F,0309,S,42,1
2024-04-29 18:05,05F,0309,S,5,0
2024-04-29 18:05,05F,0438,N,31,62
2024-04-29 18:05,05F,0438,N,32,19
2024-04-29 18:05,05F,0438,N,41,4
2024-04-29 18:05,05F,0438,N,42,0
2024-04-29 18:05,05F,0438,N,5,1
2024-04-29 18:05,05F,0439,S,31,50
2024-04-29 18:05,05F,0439,S,32,22
2024-04-29 18:05,05F,0439,S,41,4
2024-04-29 18:05,05F,0439,S,42,0
2024-04-29 18:05,05F,0439,S,5,6
2024-04-29 18:05,05F,0494,S,31,22
2024-04-29 18:05,05F,0494,S,32,6
2024-04-29 18:05,05F,0494,S,41,0
2024-04-29 18:05,05F,0494,S,42,2
2024-04-29 18:05,05F,0494,S,5,7
2024-04-29 18:05,05F,0528,N,31,67
2024-04-29 18:05,05F,0528,N,32,12
2024-04-29 18:05,05F,0528,N,41,0
2024-04-29 18:05,05F,0528,N,42,2
2024-04-29 18:05,05F,0528,N,5,1
2024-04-29 18:05,,,S,31,18
2024-04-29 18:05,,,S,32,3
2024-04-29 18:05,,,S,41,1
2024-04-29 18:05,,,S,42,0
2024-04-29 18:05,,,S,5,0
2024-04-29 18:05,,,N,31,34
2024-04-29 18:05,,,N,32,3
2024-04-29 18:05,,,N,41,0
2024-04-29 18:05,,,N,42,0
2024-04-29 18:05,,,N,5,0
