TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量
2024/05/07,00:00,2,0,01F0584N,01F0557N,31,100,47
2024/05/07,00:00,2,0,01F0584N,01F0557N,32,100,12
2024/05/07,00:00,2,0,01F0584N,01F0557N,41,0,0
2024/05/07,00:00,2,0,01F0584N,01F0557N,42,91,12
2024/05/07,00:00,2,0,01F0584N,01F0557N,5,82,13
2024/05/07,00:00,2,0,01F0633N,01F0584N,31,104,38
2024/05/07,00:00,2,0,01F0633N,01F0584N,32,95,6
2024/05/07,00:00,2,0,01F0633N,01F0584N,41,0,0
2024/05/07,00:00,2,0,01F0633N,01F0584N,42,90,9
2024/05/07,00:00,2,0,01F0633N,01F0584N,5,86,11
2024/05/07,00:00,2,0,01F0578S,01F0633S,31,97,28
2024/05/07,00:00,2,0,01F0578S,01F0633S,32,97,7
2024/05/07,00:00,2,0,01F0578S,01F0633S,41,0,0
2024/05/07,00:00,2,0,01F0578S,01F0633S,42,90,8
2024/05/07,00:00,2,0,01F0578S,01F0633S,5,82,19
2024/05/07,00:00,2,0,01F0633S,01F0664S,31,97,32
2024/05/07,00:00,2,0,01F0633S,01F0664S,32,93,12
2024/05/07,00:00,2,0,01F0633S,01F0664S,41,0,0
2024/05/07,00:00,2,0,01F0633S,01F0664S,42,84,10
2024/05/07,00:00,2,0,01F0633S,01F0664S,5,86,20
2024/05/07,00:00,2,0,01F0633N,01H0579N,31,97,9
2024/05/07,00:00,2,0,01F0633N,01H0579N,32,0,0
2024/05/07,00:00,2,0,01F0633N,01H0579N,41,0,0
2024/05/07,00:00,2,0,01F0633N,01H0579N,42,0,0
2024/05/07,00:00,2,0,01F0633N,01H0579N,5,0,0
2024/05/07,00:00,2,0,01F0578S,01H0610S,31,97,8
2024/05/07,00:00,2,0,01F0578S,01H0610S,32,0,0
2024/05/07,00:00,2,0,01F0578S,01H0610S,41,0,0
2024/05/07,00:00,2,0,01F0578S,01H0610S,42,90,1
2024/05/07,00:00,2,0,01F0578S,01H0610S,5,0,0
2024/05/07,00:05,2,0,01F0584N,01F0557N,31,104,31
2024/05/07,00:05,2,0,01F0584N,01F0557N,32,100,6
