TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量
2024/05/08,00:00,3,0,01F0584N,01F0557N,31,100,47
2024/05/08,00:00,3,0,01F0584N,01F0557N,32,93,7
2024/05/08,00:00,3,0,01F0584N,01F0557N,41,97,1
2024/05/08,00:00,3,0,01F0584N,01F0557N,42,88,10
2024/05/08,00:00,3,0,01F0584N,01F0557N,5,86,17
2024/05/08,00:00,3,0,01F0633N,01F0584N,31,100,32
2024/05/08,00:00,3,0,01F0633N,01F0584N,32,100,4
2024/05/08,00:00,3,0,01F0633N,01F0584N,41,0,0
2024/05/08,00:00,3,0,01F0633N,01F0584N,42,86,13
2024/05/08,00:00,3,0,01F0633N,01F0584N,5,86,19
2024/05/08,00:00,3,0,01F0578S,01F0633S,31,97,20
2024/05/08,00:00,3,0,01F0578S,01F0633S,32,93,6
2024/05/08,00:00,3,0,01F0578S,01F0633S,41,100,1
2024/05/08,00:00,3,0,01F0578S,01F0633S,42,82,9
2024/05/08,00:00,3,0,01F0578S,01F0633S,5,90,20
2024/05/08,00:00,3,0,01F0633S,01F0664S,31,97,23
2024/05/08,00:00,3,0,01F0633S,01F0664S,32,91,6
2024/05/08,00:00,3,0,01F0633S,01F0664S,41,93,2
2024/05/08,00:00,3,0,01F0633S,01F0664S,42,84,8
2024/05/08,00:00,3,0,01F0633S,01F0664S,5,90,17
2024/05/08,00:00,3,0,01F0633N,01H0579N,31,97,9
2024/05/08,00:00,3,0,01F0633N,01H0579N,32,82,2
2024/05/08,00:00,3,0,01F0633N,01H0579N,41,0,0
2024/05/08,00:00,3,0,01F0633N,01H0579N,42,0,0
2024/05/08,00:00,3,0,01F0633N,01H0579N,5,0,0
2024/05/08,00:00,3,0,01F0578S,01H0610S,31,97,6
2024/05/08,00:00,3,0,01F0578S,01H0610S,32,0,0
2024/05/08,00:00,3,0,01F0578S,01H0610S,41,0,0
2024/05/08,00:00,3,0,01F0578S,01H0610S,42,0,0
2024/05/08,00:00,3,0,01F0578S,01H0610S,5,0,0
2024/05/08,00:05,3,0,01F0584N,01F0557N,31,97,45
2024/05/08,00:05,3,0,01F0584N,01F0557N,32,90,7
2024/05/08,00:05,3,0,01F0584N,01F0557N,41,93,1
2024/05/08,00:05,3,0,01F0584N,01F0557N,42,91,10
2024/05/08,00:05,3,0,01F0584N,01F0557N,5,90,22
2024/05/08,00:05,3,0,01F0633N,01F0584N,31,104,25
2024/05/08,00:05,3,0,01F0633N,01F0584N,32,100,9
2024/05/08,00:05,3,0,01F0633N,01F0584N,41,97,1
2024/05/08,00:05,3,0,01F0633N,01F0584N,42,91,6
2024/05/08,00:05,3,0,01F0633N,01F0584N,5,90,17
