TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量
2024/05/18,00:00,6,1,01F0584N,01F0557N,31,100,60
2024/05/18,00:00,6,1,01F0584N,01F0557N,32,99,18
2024/05/18,00:00,6,1,01F0584N,01F0557N,41,95,2
2024/05/18,00:00,6,1,01F0584N,01F0557N,42,93,11
2024/05/18,00:00,6,1,01F0584N,01F0557N,5,88,16
2024/05/18,00:00,6,1,01F0633N,01F0584N,31,104,47
2024/05/18,00:00,6,1,01F0633N,01F0584N,32,100,13
2024/05/18,00:00,6,1,01F0633N,01F0584N,41,97,1
2024/05/18,00:00,6,1,01F0633N,01F0584N,42,91,8
2024/05/18,00:00,6,1,01F0633N,01F0584N,5,86,17
2024/05/18,00:00,6,1,01F0578S,01F0633S,31,99,38
2024/05/18,00:00,6,1,01F0578S,01F0633S,32,97,9
2024/05/18,00:00,6,1,01F0578S,01F0633S,41,0,0
2024/05/18,00:00,6,1,01F0578S,01F0633S,42,90,15
2024/05/18,00:00,6,1,01F0578S,01F0633S,5,84,12
2024/05/18,00:00,6,1,01F0633S,01F0664S,31,97,51
2024/05/18,00:00,6,1,01F0633S,01F0664S,32,99,12
2024/05/18,00:00,6,1,01F0633S,01F0664S,41,0,0
2024/05/18,00:00,6,1,01F0633S,01F0664S,42,90,14
2024/05/18,00:00,6,1,01F0633S,01F0664S,5,84,10
2024/05/18,00:00,6,1,01F0633N,01H0579N,31,100,16
2024/05/18,00:00,6,1,01F0633N,01H0579N,32,97,2
2024/05/18,00:00,6,1,01F0633N,01H0579N,41,0,0
2024/05/18,00:00,6,1,01F0633N,01H0579N,42,0,0
2024/05/18,00:00,6,1,01F0633N,01H0579N,5,0,0
2024/05/18,00:00,6,1,01F0578S,01H0610S,31,97,24
2024/05/18,00:00,6,1,01F0578S,01H0610S,32,0,0
2024/05/18,00:00,6,1,01F0578S,01H0610S,41,0,0
2024/05/18,00:00,6,1,01F0578S,01H0610S,42,0,0
2024/05/18,00:00,6,1,01F0578S,01H0610S,5,0,0
2024/05/18,00:05,6,1,01F0584N,01F0557N,31,100,62
2024/05/18,00:05,6,1,01F0584N,01F0557N,32,100,13
2024/05/18,00:05,6,1,01F0584N,01F0557N,41,93,1
2024/05/18,00:05,6,1,01F0584N,01F0557N,42,97,11
2024/05/18,00:05,6,1,01F0584N,01F0557N,5,90,9
2024/05/18,00:05,6,1,01F0633N,01F0584N,31,100,46
2024/05/18,00:05,6,1,01F0633N,01F0584N,32,100,9
2024/05/18,00:05,6,1,01F0633N,01F0584N,41,18,1
2024/05/18,00:05,6,1,01F0633N,01F0584N,42,93,15
2024/05/18,00:05,6,1,01F0633N,01F0584N,5,84,8
2024/05/18,00:05,6,1,01F0578S,01F0633S,31,97,53
2024/05/18,00:05,6,1,01F0578S,01F0633S,32,99,12
2024/05/18,00:05,6,1,01F0578S,01F0633S,41,0,0
2024/05/18,00:05,6,1,01F0578S,01F0633S,42,93,9
2024/05/18,00:05,6,1,01F0578S,01F0633S,5,86,14
2024/05/18,00:05,6,1,01F0633S,01F0664S,31,99,60
2024/05/18,00:05,6,1,01F0633S,01F0664S,32,90,9
2024/05/18,00:05,6,1,01F0633S,01F0664S,41,0,0
2024/05/18,00:05,6,1,01F0633S,01F0664S,42,90,12
2024/05/18,00:05,6,1,01F0633S,01F0664S,5,86,10
2024/05/18,00:05,6,1,01F0633N,01H0579N,31,100,12
2024/05/18,00:05,6,1,01F0633N,01H0579N,32,93,3
2024/05/18,00:05,6,1,01F0633N,01H0579N,41,0,0
2024/05/18,00:05,6,1,01F0633N,01H0579N,42,0,0
2024/05/18,00:05,6,1,01F0633N,01H0579N,5,0,0
2024/05/18,00:05,6,1,01F0578S,01H0610S,31,97,21
2024/05/18,00:05,6,1,01F0578S,01H0610S,32,97,1
2024/05/18,00:05,6,1,01F0578S,01H0610S,41,0,0
2024/05/18,00:05,6,1,01F0578S,01H0610S,42,0,0
2024/05/18,00:05,6,1,01F0578S,01H0610S,5,0,0
2024/05/18,00:10,6,1,01F0584N,01F0557N,31,100,58
2024/05/18,00:10,6,1,01F0584N,01F0557N,32,90,13
2024/05/18,00:10,6,1,01F0584N,01F0557N,41,91,2
2024/05/18,00:10,6,1,01F0584N,01F0557N,42,88,12
2024/05/18,00:10,6,1,01F0584N,01F0557N,5,90,7
2024/05/18,00:10,6,1,01F0633N,01F0584N,31,104,54
2024/05/18,00:10,6,1,01F0633N,01F0584N,32,97,9
