TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量
2024/05/09,00:00,4,0,01F0584N,01F0557N,31,100,33
2024/05/09,00:00,4,0,01F0584N,01F0557N,32,95,18
2024/05/09,00:00,4,0,01F0584N,01F0557N,41,97,3
2024/05/09,00:00,4,0,01F0584N,01F0557N,42,82,6
2024/05/09,00:00,4,0,01F0584N,01F0557N,5,93,17
2024/05/09,00:00,4,0,01F0633N,01F0584N,31,100,31
2024/05/09,00:00,4,0,01F0633N,01F0584N,32,100,15
2024/05/09,00:00,4,0,01F0633N,01F0584N,41,90,2
2024/05/09,00:00,4,0,01F0633N,01F0584N,42,91,14
2024/05/09,00:00,4,0,01F0633N,01F0584N,5,82,19
2024/05/09,00:00,4,0,01F0578S,01F0633S,31,100,29
2024/05/09,00:00,4,0,01F0578S,01F0633S,32,100,7
2024/05/09,00:00,4,0,01F0578S,01F0633S,41,55,2
2024/05/09,00:00,4,0,01F0578S,01F0633S,42,93,13
2024/05/09,00:00,4,0,01F0578S,01F0633S,5,86,20
2024/05/09,00:00,4,0,01F0633S,01F0664S,31,97,40
2024/05/09,00:00,4,0,01F0633S,01F0664S,32,100,9
2024/05/09,00:00,4,0,01F0633S,01F0664S,41,90,1
2024/05/09,00:00,4,0,01F0633S,01F0664S,42,93,14
2024/05/09,00:00,4,0,01F0633S,01F0664S,5,86,19
2024/05/09,00:00,4,0,01F0633N,01H0579N,31,104,7
2024/05/09,00:00,4,0,01F0633N,01H0579N,32,100,3
2024/05/09,00:00,4,0,01F0633N,01H0579N,41,0,0
2024/05/09,00:00,4,0,01F0633N,01H0579N,42,0,0
2024/05/09,00:00,4,0,01F0633N,01H0579N,5,0,0
2024/05/09,00:00,4,0,01F0578S,01H0610S,31,97,10
2024/05/09,00:00,4,0,01F0578S,01H0610S,32,0,0
2024/05/09,00:00,4,0,01F0578S,01H0610S,41,0,0
2024/05/09,00:00,4,0,01F0578S,01H0610S,42,0,0
2024/05/09,00:00,4,0,01F0578S,01H0610S,5,0,0
2024/05/09,00:05,4,0,01F0584N,01F0557N,31,100,32
2024/05/09,00:05,4,0,01F0584N,01F0557N,32,97,11
2024/05/09,00:05,4,0,01F0584N,01F0557N,41,86,1
2024/05/09,00:05,4,0,01F0584N,01F0557N,42,90,18
2024/05/09,00:05,4,0,01F0584N,01F0557N,5,86,10
2024/05/09,00:05,4,0,01F0633N,01F0584N,31,102,20
2024/05/09,00:05,4,0,01F0633N,01F0584N,32,100,9
2024/05/09,00:05,4,0,01F0633N,01F0584N,41,0,0
2024/05/09,00:05,4,0,01F0633N,01F0584N,42,90,14
2024/05/09,00:05,4,0,01F0633N,01F0584N,5,82,11
2024/05/09,00:05,4,0,01F0578S,01F0633S,31,93,27
2024/05/09,00:05,4,0,01F0578S,01F0633S,32,93,5
2024/05/09,00:05,4,0,01F0578S,01F0633S,41,0,0
2024/05/09,00:05,4,0,01F0578S,01F0633S,42,88,10
2024/05/09,00:05,4,0,01F0578S,01F0633S,5,90,13
2024/05/09,00:05,4,0,01F0633S,01F0664S,31,97,33
2024/05/09,00:05,4,0,01F0633S,01F0664S,32,93,2
2024/05/09,00:05,4,0,01F0633S,01F0664S,41,86,1
2024/05/09,00:05,4,0,01F0633S,01F0664S,42,90,13
2024/05/09,00:05,4,0,01F0633S,01F0664S,5,90,13
2024/05/09,00:05,4,0,01F0633N,01H0579N,31,106,4
2024/05/09,00:05,4,0,01F0633N,01H0579N,32,79,1
2024/05/09,00:05,4,0,01F0633N,01H0579N,41,0,0
2024/05/09,00:05,4,0,01F0633N,01H0579N,42,0,0
2024/05/09,00:05,4,0,01F0633N,01H0579N,5,0,0
2024/05/09,00:05,4,0,01F0578S,01H0610S,31,100,8
2024/05/09,00:05,4,0,01F0578S,01H0610S,32,90,1
2024/05/09,00:05,4,0,01F0578S,01H0610S,41,0,0
2024/05/09,00:05,4,0,01F0578S,01H0610S,42,0,0
2024/05/09,00:05,4,0,01F0578S,01H0610S,5,0,0
2024/05/09,00:10,4,0,01F0584N,01F0557N,31,100,49
2024/05/09,00:10,4,0,01F0584N,01F0557N,32,93,12
2024/05/09,00:10,4,0,01F0584N,01F0557N,41,0,0
2024/05/09,00:10,4,0,01F0584N,01F0557N,42,90,6
2024/05/09,00:10,4,0,01F0584N,01F0557N,5,82,13
2024/05/09,00:10,4,0,01F0633N,01F0584N,31,100,26
2024/05/09,00:10,4,0,01F0633N,01F0584N,32,97,9
2024/05/09,00:10,4,0,01F0633N,01F0584N,41,97,1
2024/05/09,00:10,4,0,01F0633N,01F0584N,42,90,5
2024/05/09,00:10,4,0,01F0633N,01F0584N,5,86,14
2024/05/09,00:10,4,0,01F0578S,01F0633S,31,100,16
2024/05/09,00:10,4,0,01F0578S,01F0633S,32,97,9
2024/05/09,00:10,4,0,01F0578S,01F0633S,41,93,1
2024/05/09,00:10,4,0,01F0578S,01F0633S,42,90,9
2024/05/09,00:10,4,0,01F0578S,01F0633S,5,90,12
