TimeInterval,Time,WeekDay,HoliDay,GantryFrom,GantryTo,VehicleType,SpaceMeanSpeed,交通量,Rains
2024/05/26,18:50,0,1,01F0633S,01F0664S,42,82,3,
2024/05/26,18:50,0,1,01F0633S,01F0664S,5,68,3,
2024/05/26,18:50,0,1,01F0633N,01H0579N,31,82,34,
2024/05/26,18:50,0,1,01F0633N,01H0579N,32,79,12,
2024/05/26,18:50,0,1,01F0633N,01H0579N,41,43,3,
2024/05/26,18:50,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,18:50,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,18:50,0,1,01F0578S,01H0610S,31,86,49,
2024/05/26,18:50,0,1,01F0578S,01H0610S,32,77,8,
2024/05/26,18:50,0,1,01F0578S,01H0610S,41,86,1,
2024/05/26,18:50,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,18:50,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,18:55,0,1,01F0584N,01F0557N,31,90,213,
2024/05/26,18:55,0,1,01F0584N,01F0557N,32,90,37,
2024/05/26,18:55,0,1,01F0584N,01F0557N,41,84,6,
2024/05/26,18:55,0,1,01F0584N,01F0557N,42,79,1,
2024/05/26,18:55,0,1,01F0584N,01F0557N,5,77,2,
2024/05/26,18:55,0,1,01F0633N,01F0584N,31,86,183,
2024/05/26,18:55,0,1,01F0633N,01F0584N,32,82,35,
2024/05/26,18:55,0,1,01F0633N,01F0584N,41,79,3,
2024/05/26,18:55,0,1,01F0633N,01F0584N,42,75,7,
2024/05/26,18:55,0,1,01F0633N,01F0584N,5,79,4,
2024/05/26,18:55,0,1,01F0578S,01F0633S,31,86,134,
2024/05/26,18:55,0,1,01F0578S,01F0633S,32,88,32,
2024/05/26,18:55,0,1,01F0578S,01F0633S,41,75,3,
2024/05/26,18:55,0,1,01F0578S,01F0633S,42,75,5,
2024/05/26,18:55,0,1,01F0578S,01F0633S,5,72,2,
2024/05/26,18:55,0,1,01F0633S,01F0664S,31,93,148,
2024/05/26,18:55,0,1,01F0633S,01F0664S,32,90,33,
2024/05/26,18:55,0,1,01F0633S,01F0664S,41,86,9,
2024/05/26,18:55,0,1,01F0633S,01F0664S,42,82,5,
2024/05/26,18:55,0,1,01F0633S,01F0664S,5,86,6,
2024/05/26,18:55,0,1,01F0633N,01H0579N,31,82,31,
2024/05/26,18:55,0,1,01F0633N,01H0579N,32,84,6,
2024/05/26,18:55,0,1,01F0633N,01H0579N,41,82,3,
2024/05/26,18:55,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,18:55,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,18:55,0,1,01F0578S,01H0610S,31,84,38,
2024/05/26,18:55,0,1,01F0578S,01H0610S,32,86,11,
2024/05/26,18:55,0,1,01F0578S,01H0610S,41,75,1,
2024/05/26,18:55,0,1,01F0578S,01H0610S,42,86,1,
2024/05/26,18:55,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:00,0,1,01F0584N,01F0557N,31,90,218,
2024/05/26,19:00,0,1,01F0584N,01F0557N,32,88,26,
2024/05/26,19:00,0,1,01F0584N,01F0557N,41,79,5,
2024/05/26,19:00,0,1,01F0584N,01F0557N,42,79,4,
2024/05/26,19:00,0,1,01F0584N,01F0557N,5,73,2,
2024/05/26,19:00,0,1,01F0633N,01F0584N,31,90,196,
2024/05/26,19:00,0,1,01F0633N,01F0584N,32,86,26,
2024/05/26,19:00,0,1,01F0633N,01F0584N,41,84,2,
2024/05/26,19:00,0,1,01F0633N,01F0584N,42,79,3,
2024/05/26,19:00,0,1,01F0633N,01F0584N,5,79,1,
2024/05/26,19:00,0,1,01F0578S,01F0633S,31,86,149,
2024/05/26,19:00,0,1,01F0578S,01F0633S,32,90,34,
2024/05/26,19:00,0,1,01F0578S,01F0633S,41,72,3,
2024/05/26,19:00,0,1,01F0578S,01F0633S,42,75,2,
2024/05/26,19:00,0,1,01F0578S,01F0633S,5,90,1,
2024/05/26,19:00,0,1,01F0633S,01F0664S,31,90,160,
2024/05/26,19:00,0,1,01F0633S,01F0664S,32,86,35,
2024/05/26,19:00,0,1,01F0633S,01F0664S,41,81,2,
2024/05/26,19:00,0,1,01F0633S,01F0664S,42,81,2,
2024/05/26,19:00,0,1,01F0633S,01F0664S,5,82,1,
2024/05/26,19:00,0,1,01F0633N,01H0579N,31,82,56,
2024/05/26,19:00,0,1,01F0633N,01H0579N,32,82,10,
2024/05/26,19:00,0,1,01F0633N,01H0579N,41,79,3,
2024/05/26,19:00,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:00,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:00,0,1,01F0578S,01H0610S,31,90,45,
2024/05/26,19:00,0,1,01F0578S,01H0610S,32,86,3,
2024/05/26,19:00,0,1,01F0578S,01H0610S,41,88,4,
2024/05/26,19:00,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:00,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:05,0,1,01F0584N,01F0557N,31,90,236,
2024/05/26,19:05,0,1,01F0584N,01F0557N,32,86,36,
2024/05/26,19:05,0,1,01F0584N,01F0557N,41,82,5,
2024/05/26,19:05,0,1,01F0584N,01F0557N,42,64,1,
2024/05/26,19:05,0,1,01F0584N,01F0557N,5,79,3,
2024/05/26,19:05,0,1,01F0633N,01F0584N,31,86,198,
2024/05/26,19:05,0,1,01F0633N,01F0584N,32,82,39,
2024/05/26,19:05,0,1,01F0633N,01F0584N,41,75,7,
2024/05/26,19:05,0,1,01F0633N,01F0584N,42,79,1,
2024/05/26,19:05,0,1,01F0633N,01F0584N,5,75,5,
2024/05/26,19:05,0,1,01F0578S,01F0633S,31,90,147,
2024/05/26,19:05,0,1,01F0578S,01F0633S,32,91,28,
2024/05/26,19:05,0,1,01F0578S,01F0633S,41,90,1,
2024/05/26,19:05,0,1,01F0578S,01F0633S,42,82,4,
2024/05/26,19:05,0,1,01F0578S,01F0633S,5,82,6,
2024/05/26,19:05,0,1,01F0633S,01F0664S,31,93,155,
2024/05/26,19:05,0,1,01F0633S,01F0664S,32,93,32,
2024/05/26,19:05,0,1,01F0633S,01F0664S,41,82,2,
2024/05/26,19:05,0,1,01F0633S,01F0664S,42,79,2,
2024/05/26,19:05,0,1,01F0633S,01F0664S,5,82,3,
2024/05/26,19:05,0,1,01F0633N,01H0579N,31,82,45,
2024/05/26,19:05,0,1,01F0633N,01H0579N,32,75,7,
2024/05/26,19:05,0,1,01F0633N,01H0579N,41,0,0,
2024/05/26,19:05,0,1,01F0633N,01H0579N,42,0,0,
2024/05/26,19:05,0,1,01F0633N,01H0579N,5,0,0,
2024/05/26,19:05,0,1,01F0578S,01H0610S,31,86,40,
2024/05/26,19:05,0,1,01F0578S,01H0610S,32,82,15,
2024/05/26,19:05,0,1,01F0578S,01H0610S,41,82,1,
2024/05/26,19:05,0,1,01F0578S,01H0610S,42,0,0,
2024/05/26,19:05,0,1,01F0578S,01H0610S,5,0,0,
2024/05/26,19:10,0,1,01F0584N,01F0557N,31,90,220,
2024/05/26,19:10,0,1,01F0584N,01F0557N,32,90,42,
2024/05/26,19:10,0,1,01F0584N,01F0557N,41,86,14,
2024/05/26,19:10,0,1,01F0584N,01F0557N,42,77,4,
2024/05/26,19:10,0,1,01F0584N,01F0557N,5,86,6,
2024/05/26,19:10,0,1,01F0633N,01F0584N,31,86,188,
2024/05/26,19:10,0,1,01F0633N,01F0584N,32,82,35,
2024/05/26,19:10,0,1,01F0633N,01F0584N,41,79,7,
2024/05/26,19:10,0,1,01F0633N,01F0584N,42,79,2,
2024/05/26,19:10,0,1,01F0633N,01F0584N,5,75,7,
2024/05/26,19:10,0,1,01F0578S,01F0633S,31,86,163,
2024/05/26,19:10,0,1,01F0578S,01F0633S,32,82,20,
2024/05/26,19:10,0,1,01F0578S,01F0633S,41,79,1,
2024/05/26,19:10,0,1,01F0578S,01F0633S,42,75,2,
2024/05/26,19:10,0,1,01F0578S,01F0633S,5,81,2,
2024/05/26,19:10,0,1,01F0633S,01F0664S,31,86,180,
2024/05/26,19:10,0,1,01F0633S,01F0664S,32,86,25,
2024/05/26,19:10,0,1,01F0633S,01F0664S,41,79,1,
2024/05/26,19:10,0,1,01F0633S,01F0664S,42,79,3,
